frame_index,timestamp_us,time_seconds,shot_id,shot_local_frame,subtitles_active,audio_active
128,5333333,5.333333,shot_001,128,"At Aulis, the winds died. A thousand ships lay motionless upon a stagnant sea.",audio_001
129,5375000,5.375000,shot_001,129,"At Aulis, the winds died. A thousand ships lay motionless upon a stagnant sea.",audio_001
130,5416667,5.416667,shot_001,130,"At Aulis, the winds died. A thousand ships lay motionless upon a stagnant sea.",audio_001
131,5458333,5.458333,shot_001,131,"At Aulis, the winds died. A thousand ships lay motionless upon a stagnant sea.",audio_001
132,5500000,5.500000,shot_001,132,,audio_001
133,5541667,5.541667,shot_001,133,,audio_001
134,5583333,5.583333,shot_001,134,,audio_001
135,5625000,5.625000,shot_001,135,,audio_001
136,5666667,5.666667,shot_001,136,,audio_001
137,5708333,5.708333,shot_001,137,,audio_001
138,5750000,5.750000,shot_001,138,,audio_001
139,5791667,5.791667,shot_001,139,,audio_001
140,5833333,5.833333,shot_001,140,,audio_001
141,5875000,5.875000,shot_001,141,,audio_001
142,5916667,5.916667,shot_001,142,,audio_001
143,5958333,5.958333,shot_001,143,,audio_001
144,6000000,6.000000,shot_002,0,,audio_001 | audio_002
145,6041667,6.041667,shot_002,1,,audio_001 | audio_002
146,6083333,6.083333,shot_002,2,,audio_001 | audio_002
147,6125000,6.125000,shot_002,3,,audio_001 | audio_002
148,6166667,6.166667,shot_002,4,,audio_001 | audio_002
149,6208333,6.208333,shot_002,5,,audio_001 | audio_002
150,6250000,6.250000,shot_002,6,,audio_001 | audio_002
151,6291667,6.291667,shot_002,7,,audio_001 | audio_002
152,6333333,6.333333,shot_002,8,,audio_001 | audio_002
153,6375000,6.375000,shot_002,9,,audio_001 | audio_002
154,6416667,6.416667,shot_002,10,,audio_001 | audio_002
155,6458333,6.458333,shot_002,11,,audio_001 | audio_002
156,6500000,6.500000,shot_002,12,,audio_001 | audio_002
157,6541667,6.541667,shot_002,13,,audio_001 | audio_002
158,6583333,6.583333,shot_002,14,,audio_001 | audio_002
159,6625000,6.625000,shot_002,15,,audio_001 | audio_002
160,6666667,6.666667,shot_002,16,,audio_001 | audio_002
161,6708333,6.708333,shot_002,17,,audio_001 | audio_002
162,6750000,6.750000,shot_002,18,,audio_001 | audio_002
163,6791667,6.791667,shot_002,19,,audio_001 | audio_002
164,6833333,6.833333,shot_002,20,,audio_001 | audio_002
165,6875000,6.875000,shot_002,21,,audio_001 | audio_002
166,6916667,6.916667,shot_002,22,,audio_001 | audio_002
167,6958333,6.958333,shot_002,23,,audio_001 | audio_002
168,7000000,7.000000,shot_002,24,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
169,7041667,7.041667,shot_002,25,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
170,7083333,7.083333,shot_002,26,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
171,7125000,7.125000,shot_002,27,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
172,7166667,7.166667,shot_002,28,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
173,7208333,7.208333,shot_002,29,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
174,7250000,7.250000,shot_002,30,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
175,7291667,7.291667,shot_002,31,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
176,7333333,7.333333,shot_002,32,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
177,7375000,7.375000,shot_002,33,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
178,7416667,7.416667,shot_002,34,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
179,7458333,7.458333,shot_002,35,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
180,7500000,7.500000,shot_002,36,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
181,7541667,7.541667,shot_002,37,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
182,7583333,7.583333,shot_002,38,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
183,7625000,7.625000,shot_002,39,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
184,7666667,7.666667,shot_002,40,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
185,7708333,7.708333,shot_002,41,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
186,7750000,7.750000,shot_002,42,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
187,7791667,7.791667,shot_002,43,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
188,7833333,7.833333,shot_002,44,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
189,7875000,7.875000,shot_002,45,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
190,7916667,7.916667,shot_002,46,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
191,7958333,7.958333,shot_002,47,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
192,8000000,8.000000,shot_002,48,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
193,8041667,8.041667,shot_002,49,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
194,8083333,8.083333,shot_002,50,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
195,8125000,8.125000,shot_002,51,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
196,8166667,8.166667,shot_002,52,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
197,8208333,8.208333,shot_002,53,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
198,8250000,8.250000,shot_002,54,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
199,8291667,8.291667,shot_002,55,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
200,8333333,8.333333,shot_002,56,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
201,8375000,8.375000,shot_002,57,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
202,8416667,8.416667,shot_002,58,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
203,8458333,8.458333,shot_002,59,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
204,8500000,8.500000,shot_002,60,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
205,8541667,8.541667,shot_002,61,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
206,8583333,8.583333,shot_002,62,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
207,8625000,8.625000,shot_002,63,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
208,8666667,8.666667,shot_002,64,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
209,8708333,8.708333,shot_002,65,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
210,8750000,8.750000,shot_002,66,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
211,8791667,8.791667,shot_002,67,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
212,8833333,8.833333,shot_002,68,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
213,8875000,8.875000,shot_002,69,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
214,8916667,8.916667,shot_002,70,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
215,8958333,8.958333,shot_002,71,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
216,9000000,9.000000,shot_002,72,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
217,9041667,9.041667,shot_002,73,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
218,9083333,9.083333,shot_002,74,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
219,9125000,9.125000,shot_002,75,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
220,9166667,9.166667,shot_002,76,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
221,9208333,9.208333,shot_002,77,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
222,9250000,9.250000,shot_002,78,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
223,9291667,9.291667,shot_002,79,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
224,9333333,9.333333,shot_002,80,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
225,9375000,9.375000,shot_002,81,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
226,9416667,9.416667,shot_002,82,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
227,9458333,9.458333,shot_002,83,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
228,9500000,9.500000,shot_002,84,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
229,9541667,9.541667,shot_002,85,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
230,9583333,9.583333,shot_002,86,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
231,9625000,9.625000,shot_002,87,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
232,9666667,9.666667,shot_002,88,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
233,9708333,9.708333,shot_002,89,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
234,9750000,9.750000,shot_002,90,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
235,9791667,9.791667,shot_002,91,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
236,9833333,9.833333,shot_002,92,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
237,9875000,9.875000,shot_002,93,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
238,9916667,9.916667,shot_002,94,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
239,9958333,9.958333,shot_002,95,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
240,10000000,10.000000,shot_002,96,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
241,10041667,10.041667,shot_002,97,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
242,10083333,10.083333,shot_002,98,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
243,10125000,10.125000,shot_002,99,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
244,10166667,10.166667,shot_002,100,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
245,10208333,10.208333,shot_002,101,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
246,10250000,10.250000,shot_002,102,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
247,10291667,10.291667,shot_002,103,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
248,10333333,10.333333,shot_002,104,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
249,10375000,10.375000,shot_002,105,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
250,10416667,10.416667,shot_002,106,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
251,10458333,10.458333,shot_002,107,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
252,10500000,10.500000,shot_002,108,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
253,10541667,10.541667,shot_002,109,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
254,10583333,10.583333,shot_002,110,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
255,10625000,10.625000,shot_002,111,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
256,10666667,10.666667,shot_002,112,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
257,10708333,10.708333,shot_002,113,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
258,10750000,10.750000,shot_002,114,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
259,10791667,10.791667,shot_002,115,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
260,10833333,10.833333,shot_002,116,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
261,10875000,10.875000,shot_002,117,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
262,10916667,10.916667,shot_002,118,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
263,10958333,10.958333,shot_002,119,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
264,11000000,11.000000,shot_002,120,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
265,11041667,11.041667,shot_002,121,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
266,11083333,11.083333,shot_002,122,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
267,11125000,11.125000,shot_002,123,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
268,11166667,11.166667,shot_002,124,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
269,11208333,11.208333,shot_002,125,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
270,11250000,11.250000,shot_002,126,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
271,11291667,11.291667,shot_002,127,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
272,11333333,11.333333,shot_002,128,The army rotted in the sun. Agamemnon watched from the high prow of his flagship.,audio_001 | audio_002
